router,memory,model,ticket_id,kb_attached,result,accuracy,groundedness,schema_validity,latency_ms,cost_usd,model_used,json_valid,schema_valid,gold_category,predicted_category
llm_first,none,slm1,65,False,success,0,0.0,1,328.066700021736,0.00742,llm,True,True,purchase,administrative rights
llm_first,none,slm1,66,False,success,0,0.0,1,323.23829998495,0.0001595,slm,True,True,access,internal project
llm_first,none,slm1,67,False,success,0,0.0,1,392.475000000558,0.000169,slm,True,True,storage,access
llm_first,none,slm1,68,False,success,1,0.0,1,310.808000009274,0.000161,slm,True,True,access,access
llm_first,none,slm1,69,False,success,0,0.0,1,321.151100011775,0.0001575,slm,True,True,hardware,hr support
llm_first,none,slm1,70,False,success,1,0.0,1,297.842700005276,0.000165,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,71,False,success,1,0.0,1,287.593199987895,0.0001895,slm,True,True,access,access
llm_first,none,slm1,72,False,success,0,0.0,1,333.191700017778,0.0113999999999999,llm,True,True,miscellaneous,administrative rights
llm_first,none,slm1,73,False,success,1,0.0,1,316.358499985653,0.000167,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,74,False,success,0,0.0,1,313.375500001711,0.0001635,slm,True,True,access,miscellaneous
llm_first,none,slm1,75,False,success,0,0.0,1,310.51579999621,0.0001585,slm,True,True,administrative rights,miscellaneous
llm_first,none,slm1,76,False,success,0,0.0,1,317.470600013621,0.0002145,slm,True,True,access,hr support
llm_first,none,slm1,77,False,success,0,0.0,1,327.47570000356,0.00842,llm,True,True,hr support,access
llm_first,none,slm1,78,False,success,0,0.0,1,322.100499994121,0.000646,slm,True,True,hardware,access
llm_first,none,slm1,79,False,success,0,0.0,1,324.747400009073,0.000176,slm,True,True,hardware,purchase
llm_first,none,slm1,80,False,success,0,0.0,1,313.66060001892,0.0001585,slm,True,True,internal project,administrative rights
llm_first,none,slm1,81,False,success,0,0.0,1,311.048400006257,0.000167,slm,True,True,storage,access
llm_first,none,slm1,82,False,success,0,0.0,1,360.287699993932,0.000157,slm,True,True,access,miscellaneous
llm_first,none,slm1,83,False,success,0,0.0,1,349.558499990962,0.00768,llm,True,True,administrative rights,miscellaneous
llm_first,none,slm1,84,False,success,0,0.0,1,317.845300014596,0.0001545,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,85,False,success,0,0.0,1,301.134600013028,0.0001565,slm,True,True,storage,access
llm_first,none,slm1,86,False,success,0,0.0,1,326.609600015217,0.00015,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,87,False,success,0,0.0,1,465.091200021561,0.000341,slm,True,True,access,administrative rights
llm_first,none,slm1,88,False,success,0,0.0,1,306.66360000032,0.000162,slm,True,True,purchase,administrative rights
llm_first,none,slm1,89,False,success,0,0.0,1,342.768799979239,0.0001695,slm,True,True,hr support,access
llm_first,none,slm1,90,False,success,0,0.0,1,309.036899998318,0.000161,slm,True,True,access,purchase
llm_first,none,slm1,91,False,success,0,0.0,1,315.613800019491,0.000157,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,92,False,success,0,0.0,1,306.698400003369,0.0001585,slm,True,True,access,miscellaneous
llm_first,none,slm1,93,False,success,0,0.0,1,311.46590001299,0.0001799999999999,slm,True,True,hardware,administrative rights
llm_first,none,slm1,94,False,success,0,0.0,1,309.068200003821,0.0001585,slm,True,True,administrative rights,miscellaneous
llm_first,none,slm1,95,False,success,1,0.0,1,312.918199982959,0.000155,slm,True,True,purchase,purchase
llm_first,none,slm1,96,False,success,0,0.0,1,321.792799979448,0.000164,slm,True,True,hr support,access
llm_first,none,slm1,97,False,success,1,0.0,1,326.455200003692,0.000254,slm,True,True,access,access
llm_first,none,slm1,98,False,success,1,0.0,1,316.103000019211,0.0001655,slm,True,True,access,access
llm_first,none,slm1,99,False,success,0,0.0,1,331.101100018713,0.000174,slm,True,True,purchase,administrative rights
llm_first,none,slm1,100,False,success,0,0.0,1,353.356100007658,0.0001515,slm,True,True,hr support,access
llm_first,none,slm1,101,False,success,0,0.0,1,350.065400009043,0.0001744999999999,slm,True,True,purchase,administrative rights
llm_first,none,slm1,102,False,success,1,0.0,1,306.785199994919,0.0001635,slm,True,True,hardware,hardware
llm_first,none,slm1,103,False,success,0,0.0,1,325.786499975947,0.0001595,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,104,False,success,0,0.0,1,309.840600006282,0.00016,slm,True,True,purchase,administrative rights
llm_first,none,slm1,105,False,success,0,0.0,1,300.856300018494,0.0001725,slm,True,True,purchase,administrative rights
llm_first,none,slm1,106,False,success,0,0.0,1,380.081599985715,0.0001625,slm,True,True,hardware,access
llm_first,none,slm1,107,False,success,1,0.0,1,325.538600009167,0.0001605,slm,True,True,access,access
llm_first,none,slm1,108,False,success,1,0.0,1,302.92260000715,0.000161,slm,True,True,purchase,purchase
llm_first,none,slm1,109,False,success,0,0.0,1,302.641899994341,0.0001655,slm,True,True,internal project,access
llm_first,none,slm1,110,False,success,1,0.0,1,329.458299995167,0.000157,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,111,False,success,0,0.0,1,339.102099998854,0.000175,slm,True,True,hardware,access
llm_first,none,slm1,112,False,success,0,0.0,1,310.67800000892,0.0001585,slm,True,True,miscellaneous,access
llm_first,none,slm1,113,False,success,0,0.0,1,317.83070001984,0.0001735,slm,True,True,purchase,miscellaneous
llm_first,none,slm1,114,False,success,0,0.0,1,322.966699983226,0.0001865,slm,True,True,access,miscellaneous
llm_first,none,slm1,115,False,success,0,0.0,1,318.018600024515,0.000197,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,116,False,success,1,0.0,1,309.864299983019,0.000154,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,117,False,success,0,0.0,1,307.913399999961,0.000183,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,118,False,success,1,0.0,1,315.834599983645,0.000157,slm,True,True,internal project,internal project
llm_first,none,slm1,119,False,success,1,0.0,1,331.227200018474,0.00744,llm,True,True,hr support,hr support
llm_first,none,slm1,120,False,success,1,0.0,1,325.299699994502,0.0001565,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,121,False,success,1,0.0,1,333.73680000659,0.01336,llm,True,True,hr support,hr support
llm_first,none,slm1,122,False,success,0,0.0,1,305.84159999853,0.0001575,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,123,False,success,1,0.0,1,322.318899998208,0.0001585,slm,True,True,hr support,hr support
llm_first,none,slm1,124,False,success,1,0.0,1,311.866600008215,0.000155,slm,True,True,access,access
llm_first,none,slm1,125,False,success,0,0.0,1,316.789600008633,0.0001665,slm,True,True,storage,administrative rights
llm_first,none,slm1,126,False,success,0,0.0,1,303.79959999118,0.000186,slm,True,True,access,miscellaneous
llm_first,none,slm1,127,False,success,0,0.0,1,313.594199978979,0.0001585,slm,True,True,access,miscellaneous
llm_first,none,slm1,128,False,success,1,0.0,1,475.693699991097,0.0001565,slm,True,True,hardware,hardware
llm_first,none,slm1,129,False,success,0,0.0,1,311.199499992653,0.0001565,slm,True,True,access,internal project
llm_first,none,slm1,130,False,success,0,0.0,1,326.689499983331,0.0001915,slm,True,True,hardware,internal project
llm_first,none,slm1,131,False,success,0,0.0,1,323.853699985193,0.00732,llm,True,True,purchase,administrative rights
llm_first,none,slm1,132,False,success,1,0.0,1,314.092599990544,0.00754,llm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,133,False,success,1,0.0,1,314.699900016421,0.00031,slm,True,True,access,access
llm_first,none,slm1,134,False,success,0,0.0,1,305.941500002518,0.0001545,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,135,False,success,1,0.0,1,314.128199999686,0.0001665,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,136,False,success,0,0.0,1,335.875600023428,0.0001695,slm,True,True,purchase,miscellaneous
llm_first,none,slm1,137,False,success,0,0.0,1,312.378299975534,0.00722,llm,True,True,hr support,internal project
llm_first,none,slm1,138,False,success,0,0.0,1,311.777299997629,0.0001865,slm,True,True,hardware,storage
llm_first,none,slm1,139,False,success,0,0.0,1,310.474099998828,0.0001655,slm,True,True,hardware,access
llm_first,none,slm1,140,False,success,0,0.0,1,317.631700017955,0.0001605,slm,True,True,access,miscellaneous
llm_first,none,slm1,141,False,success,0,0.0,1,308.266899985028,0.0001565,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,142,False,success,0,0.0,1,312.699799978872,0.00792,llm,True,True,hr support,miscellaneous
llm_first,none,slm1,143,False,success,1,0.0,1,318.217899999581,0.0001545,slm,True,True,access,access
llm_first,none,slm1,144,False,success,1,0.0,1,394.371700007468,0.000171,slm,True,True,hr support,hr support
llm_first,none,slm1,145,False,success,1,0.0,1,346.358900016639,0.00726,llm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,146,False,success,0,0.0,1,316.250200005015,0.000169,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,147,False,success,0,0.0,1,318.582900014007,0.000149,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,148,False,success,0,0.0,1,476.648500014562,0.0001515,slm,True,True,hr support,access
llm_first,none,slm1,149,False,success,0,0.0,1,468.8019999885,0.000154,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,150,False,success,0,0.0,1,318.418699986068,0.0001744999999999,slm,True,True,storage,miscellaneous
llm_first,none,slm1,151,False,success,0,0.0,1,324.048799986485,0.00782,llm,True,True,administrative rights,purchase
llm_first,none,slm1,152,False,success,0,0.0,1,420.572200004244,0.00856,llm,True,True,miscellaneous,hardware
llm_first,none,slm1,153,False,success,0,0.0,1,314.238799997838,0.000191,slm,True,True,hardware,storage
llm_first,none,slm1,154,False,success,0,0.0,1,595.138000004226,0.0001905,slm,True,True,hardware,internal project
llm_first,none,slm1,155,False,success,0,0.0,1,303.967000014381,0.000224,slm,True,True,hardware,administrative rights
llm_first,none,slm1,156,False,success,1,0.0,1,302.487400011159,0.0001645,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm1,157,False,success,0,0.0,1,298.944600013783,0.0001665,slm,True,True,miscellaneous,access
llm_first,none,slm1,158,False,success,0,0.0,1,393.604100012453,0.00772,llm,True,True,miscellaneous,hardware
llm_first,none,slm1,159,False,success,0,0.0,1,474.281199974939,0.0003315,slm,True,True,hardware,administrative rights
llm_first,none,slm1,160,False,success,0,0.0,1,295.976100023835,0.0001645,slm,True,True,hardware,purchase
llm_first,none,slm1,161,False,success,0,0.0,1,340.112700010649,0.0001615,slm,True,True,hr support,administrative rights
llm_first,none,slm1,162,False,success,0,0.0,1,320.761999988462,0.00016,slm,True,True,hr support,administrative rights
llm_first,none,slm1,163,False,success,1,0.0,1,305.62299999292,0.0001545,slm,True,True,access,access
llm_first,none,slm1,164,False,success,0,0.0,1,298.887100012507,0.0001655,slm,True,True,access,miscellaneous
llm_first,none,slm1,165,False,success,0,0.0,1,317.643799993675,0.000151,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,166,False,success,1,0.0,1,316.004799999063,0.000155,slm,True,True,access,access
llm_first,none,slm1,167,False,success,1,0.0,1,306.266900006448,0.000228,slm,True,True,access,access
llm_first,none,slm1,168,False,success,0,0.0,1,326.602999994065,0.00714,llm,True,True,storage,purchase
llm_first,none,slm1,169,False,success,0,0.0,1,416.478600003756,0.0001645,slm,True,True,access,miscellaneous
llm_first,none,slm1,170,False,success,0,0.0,1,314.870200003497,0.0001635,slm,True,True,hr support,access
llm_first,none,slm1,171,False,success,1,0.0,1,345.988500019302,0.0001635,slm,True,True,access,access
llm_first,none,slm1,172,False,success,0,0.0,1,311.253799998667,0.0001525,slm,True,True,internal project,access
llm_first,none,slm1,173,False,success,0,0.0,1,310.501100000692,0.000154,slm,True,True,hardware,access
llm_first,none,slm1,174,False,success,1,0.0,1,327.202200016472,0.000161,slm,True,True,storage,storage
llm_first,none,slm1,175,False,success,1,0.0,1,423.01359999692,0.000162,slm,True,True,hr support,hr support
llm_first,none,slm1,176,False,success,0,0.0,1,318.583099986426,0.000168,slm,True,True,administrative rights,storage
llm_first,none,slm1,177,False,success,0,0.0,1,330.047099996591,0.000165,slm,True,True,miscellaneous,access
llm_first,none,slm1,178,False,success,0,0.0,1,316.9695000106,0.000337,slm,True,True,hardware,access
llm_first,none,slm1,179,False,success,1,0.0,1,320.197399996686,0.0001505,slm,True,True,hr support,hr support
llm_first,none,slm1,180,False,success,0,0.0,1,433.048799983225,0.000157,slm,True,True,hr support,administrative rights
llm_first,none,slm1,181,False,success,0,0.0,1,360.76999999932,0.000157,slm,True,True,hr support,miscellaneous
llm_first,none,slm1,182,False,success,0,0.0,1,304.637599998386,0.000163,slm,True,True,access,miscellaneous
llm_first,none,slm1,183,False,success,0,0.0,1,312.259400001494,0.000176,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,184,False,success,0,0.0,1,336.205200001131,0.000158,slm,True,True,purchase,hardware
llm_first,none,slm1,185,False,success,1,0.0,1,473.845500004244,0.0001625,slm,True,True,access,access
llm_first,none,slm1,186,False,success,0,0.0,1,301.166899997042,0.0001565,slm,True,True,miscellaneous,internal project
llm_first,none,slm1,187,False,success,0,0.0,1,318.77019998501,0.0001565,slm,True,True,miscellaneous,access
llm_first,none,slm1,188,False,success,0,0.0,1,326.013700017938,0.00016,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,189,False,success,0,0.0,1,300.049899989971,0.000156,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,190,False,success,0,0.0,1,310.432600002968,0.0001764999999999,slm,True,True,purchase,administrative rights
llm_first,none,slm1,191,False,success,0,0.0,1,291.707700002007,0.000185,slm,True,True,hardware,miscellaneous
llm_first,none,slm1,192,False,success,1,0.0,1,321.933800005354,0.0001555,slm,True,True,hr support,hr support
llm_first,none,slm1,193,False,success,1,0.0,1,314.983999996911,0.0001615,slm,True,True,storage,storage
llm_first,none,slm1,194,False,success,0,0.0,1,322.148200008086,0.0001545,slm,True,True,storage,access
llm_first,none,slm1,195,False,success,0,0.0,1,318.917200027499,0.0001495,slm,True,True,hr support,access
llm_first,none,slm1,196,False,success,0,0.0,1,335.697000002255,0.00802,llm,True,True,purchase,access
llm_first,none,slm1,197,False,success,0,0.0,1,317.56480000331,0.00722,llm,True,True,purchase,administrative rights
llm_first,none,slm1,198,False,success,0,0.0,1,326.025699992897,0.00063,slm,True,True,access,purchase
llm_first,none,slm1,199,False,success,0,0.0,1,307.357200013939,0.00016,slm,True,True,hr support,miscellaneous
llm_first,none,slm2,0,False,success,0,0.0,1,302.587199985282,0.0001585,slm,True,True,hardware,miscellaneous
llm_first,none,slm2,1,False,success,0,0.0,1,318.917199998395,0.0001605,slm,True,True,access,miscellaneous
llm_first,none,slm2,2,False,success,0,0.0,1,338.3257999958,0.0001565,slm,True,True,hardware,miscellaneous
llm_first,none,slm2,3,False,success,1,0.0,1,475.686099991435,0.0002635,slm,True,True,access,access
llm_first,none,slm2,4,False,success,1,0.0,1,325.225700013106,0.000159,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm2,5,False,success,1,0.0,1,309.896000020671,0.0001585,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm2,6,False,success,0,0.0,1,311.577799991937,0.000258,slm,True,True,hardware,administrative rights
llm_first,none,slm2,7,False,success,0,0.0,1,302.574800007278,0.000153,slm,True,True,hr support,access
llm_first,none,slm2,8,False,success,1,0.0,1,309.20970000443,0.0001545,slm,True,True,access,access
llm_first,none,slm2,9,False,success,1,0.0,1,329.16729999124,0.00888,llm,True,True,hr support,hr support
llm_first,none,slm2,10,False,success,1,0.0,1,333.441900002071,0.0001615,slm,True,True,hardware,hardware
llm_first,none,slm2,11,False,success,0,0.0,1,310.215499979676,0.00754,llm,True,True,miscellaneous,hardware
llm_first,none,slm2,12,False,success,0,0.0,1,331.00619999459,0.000149,slm,True,True,hr support,miscellaneous
llm_first,none,slm2,13,False,success,0,0.0,1,308.415000006789,0.0001585,slm,True,True,access,miscellaneous
llm_first,none,slm2,14,False,success,0,0.0,1,305.907800007844,0.0001615,slm,True,True,purchase,hardware
llm_first,none,slm2,15,False,success,1,0.0,1,309.999299992341,0.0001665,slm,True,True,access,access
llm_first,none,slm2,16,False,success,0,0.0,1,297.833199991146,0.000156,slm,True,True,purchase,miscellaneous
llm_first,none,slm2,17,False,success,0,0.0,1,332.640799984801,0.00786,llm,True,True,purchase,access
llm_first,none,slm2,18,False,success,0,0.0,1,310.800400009611,0.000274,slm,True,True,hardware,hr support
llm_first,none,slm2,19,False,success,1,0.0,1,298.604699986754,0.0001675,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm2,20,False,success,0,0.0,1,313.371900003403,0.00724,llm,True,True,administrative rights,hardware
llm_first,none,slm2,21,False,success,0,0.0,1,324.532099999487,0.0001719999999999,slm,True,True,hr support,internal project
llm_first,none,slm2,22,False,success,0,0.0,1,342.892199987545,0.0001635,slm,True,True,hr support,hardware
llm_first,none,slm2,23,False,success,1,0.0,1,335.658500000136,0.000157,slm,True,True,access,access
llm_first,none,slm2,24,False,success,0,0.0,1,316.348000022117,0.0001675,slm,True,True,purchase,hardware
llm_first,none,slm2,25,False,success,0,0.0,1,317.321500013349,0.000176,slm,True,True,purchase,administrative rights
llm_first,none,slm2,26,False,success,1,0.0,1,342.033799999626,0.0001605,slm,True,True,access,access
llm_first,none,slm2,27,False,success,1,0.0,1,328.727499989327,0.0070799999999999,llm,True,True,hr support,hr support
llm_first,none,slm2,28,False,success,0,0.0,1,353.366399998776,0.0001595,slm,True,True,miscellaneous,internal project
llm_first,none,slm2,29,False,success,1,0.0,1,353.21699999622,0.0001525,slm,True,True,hardware,hardware
llm_first,none,slm2,30,False,success,0,0.0,1,311.749899992719,0.000163,slm,True,True,hardware,miscellaneous
llm_first,none,slm2,31,False,success,0,0.0,1,314.25890000537,0.0001535,slm,True,True,hardware,access
llm_first,none,slm2,32,False,success,0,0.0,1,312.963800010038,0.0001754999999999,slm,True,True,purchase,administrative rights
llm_first,none,slm2,33,False,success,1,0.0,1,356.080800003837,0.000148,slm,True,True,access,access
llm_first,none,slm2,34,False,success,0,0.0,1,297.258600010536,0.0001935,slm,True,True,hardware,internal project
llm_first,none,slm2,35,False,success,0,0.0,1,305.670000001555,0.0001625,slm,True,True,storage,miscellaneous
llm_first,none,slm2,36,False,success,0,0.0,1,300.515000009909,0.0001754999999999,slm,True,True,purchase,administrative rights
llm_first,none,slm2,37,False,success,0,0.0,1,344.145600014599,0.0001625,slm,True,True,internal project,miscellaneous
llm_first,none,slm2,38,False,success,0,0.0,1,481.082100013736,0.000162,slm,True,True,storage,access
llm_first,none,slm2,39,False,success,0,0.0,1,328.318999992916,0.0109,llm,True,True,hr support,miscellaneous
llm_first,none,slm2,40,False,success,0,0.0,1,331.486799987033,0.0114799999999999,llm,True,True,hr support,miscellaneous
llm_first,none,slm2,41,False,success,0,0.0,1,360.762299998896,0.000173,slm,True,True,purchase,administrative rights
llm_first,none,slm2,42,False,success,0,0.0,1,317.818799987435,0.000192,slm,True,True,hardware,access
llm_first,none,slm2,43,False,success,0,0.0,1,321.461100014857,0.000164,slm,True,True,hr support,access
llm_first,none,slm2,44,False,success,0,0.0,1,326.584599999478,0.00756,llm,True,True,miscellaneous,internal project
llm_first,none,slm2,45,False,success,0,0.0,1,309.879599983105,0.0001595,slm,True,True,storage,access
llm_first,none,slm2,46,False,success,1,0.0,1,328.175000002374,0.0001645,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm2,47,False,success,0,0.0,1,346.729500015499,0.0002044999999999,slm,True,True,access,hardware
llm_first,none,slm2,48,False,success,1,0.0,1,297.398499998962,0.0001575,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm2,49,False,success,1,0.0,1,315.950400021392,0.0001525,slm,True,True,access,access
llm_first,none,slm2,50,False,success,0,0.0,1,325.170399999478,0.0001695,slm,True,True,purchase,administrative rights
llm_first,none,slm2,51,False,success,0,0.0,1,336.966200004098,0.00954,llm,True,True,hr support,access
llm_first,none,slm2,52,False,success,1,0.0,1,354.398900002706,0.000163,slm,True,True,storage,storage
llm_first,none,slm2,53,False,success,0,0.0,1,421.82029999094,0.0001764999999999,slm,True,True,purchase,administrative rights
llm_first,none,slm2,54,False,success,0,0.0,1,361.967799981357,0.000154,slm,True,True,purchase,miscellaneous
llm_first,none,slm2,55,False,success,1,0.0,1,377.285199996549,0.0001495,slm,True,True,miscellaneous,miscellaneous
llm_first,none,slm2,56,False,success,0,0.0,1,307.39099998027,0.000155,slm,True,True,hr support,miscellaneous
llm_first,none,slm2,57,False,success,1,0.0,1,343.307500006631,0.000216,slm,True,True,access,access
llm_first,none,slm2,58,False,success,1,0.0,1,309.744899976067,0.0001515,slm,True,True,access,access
