audit_id,anonymous_system_id,analysis_config,router_family,base_model,escalation_model,memory_mode,ticket_id,gold_label,parse_error_present,validation_error_present,generation_valid,escalated,total_cost_usd,latency_ms
AUDIT-0048,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,6195,Storage,False,False,True,False,0.00642,4409.095289884135
AUDIT-0049,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,6459,Access,False,False,True,False,0.006240000000000001,4609.661411028355
AUDIT-0050,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,6543,Access,False,False,True,False,0.005922,4299.823212204501
AUDIT-0051,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,6721,Access,False,False,True,False,0.0069359999999999995,5499.435914913192
AUDIT-0052,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,6826,Administrative rights,False,False,True,False,0.006449999999999999,4594.243379076943
AUDIT-0053,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,6847,Hardware,False,False,True,False,0.006840000000000001,4297.850049100816
AUDIT-0054,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,6900,Purchase,False,False,True,False,0.006378,4367.525016190484
AUDIT-0055,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7137,Miscellaneous,False,False,True,False,0.006828,5408.604509895667
AUDIT-0056,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7167,Purchase,False,False,True,False,0.006678,5101.740098092705
AUDIT-0057,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7196,Access,False,False,True,False,0.006287999999999999,4470.88150982745
AUDIT-0058,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7239,Hardware,False,False,True,False,0.006174000000000001,4108.376909978688
AUDIT-0059,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7278,Hardware,False,False,True,False,0.005802,3481.132594170049
AUDIT-0060,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7478,Access,False,False,True,False,0.005916,3376.197051955387
AUDIT-0061,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7503,Hardware,False,False,True,False,0.006726,4677.2406990639865
AUDIT-0062,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7528,HR Support,False,False,True,False,0.0062640000000000005,3919.3201810121536
AUDIT-0063,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,7971,Hardware,False,False,True,False,0.006828000000000001,4179.919617017731
AUDIT-0064,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,8005,Hardware,False,False,True,False,0.0070799999999999995,4570.095779839903
AUDIT-0065,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,8558,Miscellaneous,False,False,True,False,0.005856,3402.5463711004704
AUDIT-0066,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,8607,Storage,False,False,True,False,0.006582,4672.735888976604
AUDIT-0067,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,8674,Miscellaneous,False,False,True,False,0.006312,4183.515114942566
AUDIT-0068,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,8705,Hardware,False,False,True,False,0.006528000000000001,4142.888521077111
AUDIT-0069,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,8923,Purchase,False,False,True,False,0.00609,3781.0902080964297
AUDIT-0070,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,9002,HR Support,False,False,True,False,0.0066300000000000005,4632.085305871442
AUDIT-0071,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,9149,Internal Project,False,False,True,False,0.00648,4131.240541813895
AUDIT-0072,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,9394,Purchase,False,False,True,False,0.006252000000000001,4217.237837146968
AUDIT-0073,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,9542,Purchase,False,False,True,False,0.006522,4627.125943079591
AUDIT-0074,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,9596,Miscellaneous,False,False,True,False,0.006618000000000001,4223.4156909398735
AUDIT-0075,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,9885,Storage,False,False,True,False,0.006276,4611.592069966719
AUDIT-0076,System D,llm_only__base_llm1__mem_rag_bm25,llm_only,llm1,,rag_bm25,9976,Access,False,False,True,False,0.005244,4255.651096813381
AUDIT-0077,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,17,Purchase,False,False,True,False,0.003258,4564.984245924279
AUDIT-0078,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,194,Storage,False,False,True,False,0.002805,4187.621243065223
AUDIT-0079,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,525,Hardware,False,False,True,False,0.003618,4170.21199897863
AUDIT-0080,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,538,Storage,False,False,True,False,0.0029100000000000003,4154.229162959382
AUDIT-0081,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,731,Miscellaneous,False,False,True,False,0.002976,3600.5250411108136
AUDIT-0082,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,789,Internal Project,False,False,True,False,0.003003,4099.993356037885
AUDIT-0083,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,820,Purchase,False,False,True,False,0.0029100000000000003,4132.518964121118
AUDIT-0084,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2064,HR Support,False,False,True,False,0.0031079999999999997,4658.258654875681
AUDIT-0085,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2088,Internal Project,False,False,True,False,0.0031769999999999997,4189.106298843399
AUDIT-0086,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2144,Hardware,False,False,True,False,0.0030299999999999997,4001.821558922529
AUDIT-0087,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2250,Access,False,False,True,False,0.003078,4155.670297099277
AUDIT-0088,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2288,Hardware,False,False,True,False,0.003408,4487.053572898731
AUDIT-0089,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2530,Hardware,False,False,True,False,0.003261,4916.895902017131
AUDIT-0090,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2620,Internal Project,False,False,True,False,0.0029249999999999996,3956.918119918555
AUDIT-0091,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2703,Hardware,False,False,True,False,0.003231,4421.727851964533
AUDIT-0092,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2740,Miscellaneous,False,False,True,False,0.003441,4020.87221480906
AUDIT-0093,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,2848,Purchase,False,False,True,False,0.0029490000000000002,4244.137366069481
AUDIT-0094,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3036,HR Support,False,False,True,False,0.003354,3975.1124989707023
AUDIT-0095,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3154,Miscellaneous,False,False,True,False,0.002853,3894.4878159090877
AUDIT-0096,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3155,Access,False,False,True,False,0.0030960000000000002,3990.9907181281596
AUDIT-0097,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3380,Storage,False,False,True,False,0.0028620000000000004,4276.953898835927
AUDIT-0098,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3487,Purchase,False,False,True,False,0.0028770000000000002,2197.6715920027345
AUDIT-0099,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3611,Hardware,False,False,True,False,0.0032310000000000004,2200.634394073859
AUDIT-0100,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3765,Administrative rights,False,False,True,False,0.0032040000000000003,2255.6333020329475
AUDIT-0101,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,3889,HR Support,False,False,True,False,0.002865,1903.8196578621864
AUDIT-0102,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4005,Purchase,False,False,True,False,0.00279,2242.243051994592
AUDIT-0103,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4073,Miscellaneous,False,False,True,False,0.003333,2346.250575967133
AUDIT-0104,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4181,Access,False,False,True,False,0.0028290000000000004,2056.5666831098497
AUDIT-0105,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4390,Administrative rights,False,False,True,False,0.003009,2185.029450105503
AUDIT-0106,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4407,Purchase,False,False,True,False,0.002862,2117.331991903484
AUDIT-0107,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4556,Internal Project,False,False,True,False,0.0033480000000000003,2136.664482066408
AUDIT-0108,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4954,Miscellaneous,False,False,True,False,0.003255,2457.211760105565
AUDIT-0109,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,4977,Internal Project,False,False,True,False,0.0030930000000000003,2502.8610911685973
AUDIT-0110,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5030,HR Support,False,False,True,False,0.0031320000000000002,2296.624335926026
AUDIT-0111,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5071,Access,False,False,True,False,0.0036120000000000006,2295.402497984469
AUDIT-0112,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5181,Miscellaneous,False,False,True,False,0.0030659999999999997,2206.3994540367275
AUDIT-0113,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5191,Internal Project,False,False,True,False,0.003054,2109.8025958053768
AUDIT-0114,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5207,HR Support,False,False,True,False,0.002961,2126.3086390681565
AUDIT-0115,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5435,Internal Project,False,False,True,False,0.003033,2310.818964848295
AUDIT-0116,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5630,Storage,False,False,True,False,0.002844,2077.662986004725
AUDIT-0117,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5797,HR Support,False,False,True,False,0.0038520000000000004,2640.288391849026
AUDIT-0118,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5887,HR Support,False,False,True,False,0.003252,2692.5420579500496
AUDIT-0119,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5912,Purchase,False,False,True,False,0.002865,2208.90343002975
AUDIT-0120,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,5996,Storage,False,False,True,False,0.002835,2718.3130430057645
AUDIT-0121,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6057,Administrative rights,False,False,True,False,0.002961,2109.298466006294
AUDIT-0122,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6138,Administrative rights,False,False,True,False,0.0028590000000000004,2223.3380919788033
AUDIT-0123,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6184,Administrative rights,False,False,True,False,0.0028950000000000004,2187.6091030426323
AUDIT-0124,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6195,Storage,False,False,True,False,0.002979,2341.3305790163577
AUDIT-0125,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6459,Access,False,False,True,False,0.0028020000000000002,2036.9497269857675
AUDIT-0126,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6543,Access,False,False,True,False,0.002727,2136.7859279271215
AUDIT-0127,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6721,Access,False,False,True,False,0.003075,2379.68902499415
AUDIT-0128,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6826,Administrative rights,False,False,True,False,0.002895,2088.068762095645
AUDIT-0129,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6847,Hardware,False,False,True,False,0.003156,2072.807516902685
AUDIT-0130,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,6900,Purchase,False,False,True,False,0.002991,2456.097258022055
AUDIT-0131,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7137,Miscellaneous,False,False,True,False,0.0030629999999999998,2486.0183699056506
AUDIT-0132,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7167,Purchase,False,False,True,False,0.002973,2287.654102081433
AUDIT-0133,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7196,Access,False,False,True,False,0.0028710000000000003,2104.085735976696
AUDIT-0134,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7239,Hardware,False,False,True,False,0.0029370000000000004,2303.491445025429
AUDIT-0135,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7278,Hardware,False,False,True,False,0.00276,2268.029310973361
AUDIT-0136,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7478,Access,False,False,True,False,0.002859,2200.922345975414
AUDIT-0137,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7503,Hardware,False,False,True,False,0.0030510000000000003,2215.6649760436267
AUDIT-0138,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7528,HR Support,False,False,True,False,0.0028979999999999995,2033.7600149214268
AUDIT-0139,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,7971,Hardware,False,False,True,False,0.003144,2026.8294429406524
AUDIT-0140,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,8005,Hardware,False,False,True,False,0.0032700000000000003,2286.7651721462607
AUDIT-0141,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,8558,Miscellaneous,False,False,True,False,0.0029040000000000003,2483.140110038221
AUDIT-0142,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,8607,Storage,False,False,True,False,0.003027,2255.0301349256188
AUDIT-0143,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,8674,Miscellaneous,False,False,True,False,0.00312,2747.5891429930925
AUDIT-0144,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,8705,Hardware,False,False,True,False,0.003003,2103.142559994012
AUDIT-0145,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,8923,Purchase,False,False,True,False,0.002883,2263.4441058617085
AUDIT-0146,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,9002,HR Support,False,False,True,False,0.002994,2086.817472940311
AUDIT-0147,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,9149,Internal Project,False,False,True,False,0.0030629999999999998,2375.3446110058576
AUDIT-0148,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,9394,Purchase,False,False,True,False,0.0028950000000000004,2118.250095983967
AUDIT-0149,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,9542,Purchase,False,False,True,False,0.002994,2345.1773098204285
AUDIT-0150,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,9596,Miscellaneous,False,False,True,False,0.003072,2173.6534668598324
AUDIT-0151,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,9885,Storage,False,False,True,False,0.002784,2078.064128058031
AUDIT-0152,System B,llm_only__base_llm2__mem_rag_bm25,llm_only,llm2,,rag_bm25,9976,Access,False,False,True,False,0.002367,1911.9215810205787
AUDIT-0153,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,17,Purchase,False,False,True,False,0.0006945,1857.7223331667483
AUDIT-0154,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,194,Storage,False,False,True,False,0.000582,1655.1861111074686
AUDIT-0155,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,525,Hardware,False,False,True,True,0.004337000000000001,3624.816677067429
AUDIT-0156,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,538,Storage,False,False,True,False,0.000612,1865.9194721840322
AUDIT-0157,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,731,Miscellaneous,False,False,True,False,0.0006715000000000001,2166.4448601659387
AUDIT-0158,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,789,Internal Project,False,False,True,False,0.0006295,1819.612957071513
AUDIT-0159,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,820,Purchase,False,False,True,False,0.000605,1716.8643199838698
AUDIT-0160,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2064,HR Support,False,False,True,False,0.000636,1805.5508669931442
AUDIT-0161,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2088,Internal Project,False,False,True,False,0.0006395000000000001,1553.079869132489
AUDIT-0162,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2144,Hardware,False,False,True,False,0.0006855,2183.477632002905
AUDIT-0163,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2250,Access,False,False,True,False,0.0006425,1786.1442412249744
AUDIT-0164,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2288,Hardware,False,False,True,True,0.0040915,4155.468276003376
AUDIT-0165,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2530,Hardware,False,False,True,False,0.0007075,2068.9396210946143
AUDIT-0166,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2620,Internal Project,False,False,True,False,0.0006255000000000001,1727.650348097086
AUDIT-0167,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2703,Hardware,False,False,True,False,0.0006765,2114.1275889240205
